YEAR,DISTRICT,SCHOOL,DISTRICT_NAME,SCHOOL_NAME_LONG,CHARTER_SCHL_STAT,TITLE_1
2425,5,3031,BREVARD,LYNDON B. JOHNSON MIDDLE SCHOOL,Z,Y
2425,5,3041,BREVARD,SHERWOOD ELEMENTARY SCHOOL,Z,Y
2425,5,3052,BREVARD,MID-SOUTH AREA ADULT COMMUNITY EDUCATION,Z,N
2425,5,3061,BREVARD,HARBOR CITY ELEMENTARY SCHOOL,Z,Y
2425,5,3071,BREVARD,SABAL ELEMENTARY SCHOOL,Z,Y
2425,5,3081,BREVARD,SOUTH PINE GROVE SCHOOL,Z,N
2425,5,3082,BREVARD,SOUTH PINE GROVE ADULT EDUCATION,Z,N
2425,5,3083,BREVARD,DEVEREUX SOUTH PINE GROVE,Z,N
2425,5,3091,BREVARD,CROTON ELEMENTARY SCHOOL,Z,Y
2425,5,3101,BREVARD,ROY ALLEN ELEMENTARY SCHOOL,Z,N
2425,5,3121,BREVARD,SUNTREE ELEMENTARY SCHOOL,Z,N
2425,5,3131,BREVARD,LONGLEAF ELEMENTARY SCHOOL,Z,N
2425,5,3141,BREVARD,WEST SHORE JUNIOR/SENIOR HIGH SCHOOL,Z,N
2425,5,3151,BREVARD,QUEST ELEMENTARY SCHOOL,Z,N
2425,5,3161,BREVARD,VIERA ELEMENTARY SCHOOL,Z,N
2425,5,3171,BREVARD,VIERA MIDDLE SCHOOL,Z,N
2425,5,3450,BREVARD,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,5,3518,BREVARD,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,5,3818,BREVARD,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,5,3900,BREVARD,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,5,4011,BREVARD,MERRITT ISLAND HIGH SCHOOL,Z,N
2425,5,4012,BREVARD,MERRITT ISLAND ADULT EDUCATION,Z,N
2425,5,4013,BREVARD,GED TESTING,Z,N
2425,5,4021,BREVARD,EDGEWOOD JR/SR HIGH SCHOOL,Z,N
2425,5,4031,BREVARD,MILA ELEMENTARY SCHOOL,Z,Y
2425,5,4041,BREVARD,TROPICAL ELEMENTARY SCHOOL,Z,N
2425,5,4051,BREVARD,AUDUBON ELEMENTARY SCHOOL,Z,N
2425,5,4071,BREVARD,ROBERT L. STEVENSON ELEMENTARY SCHOOL,Z,N
2425,5,4072,BREVARD,STEVENSON ROPES SCHOOL (ALTERNATIVE EDUCATION),Z,N
2425,5,4101,BREVARD,GARDENDALE ELEMENTARY MAGNET SCHOOL,Z,N
2425,5,4111,BREVARD,THOMAS JEFFERSON MIDDLE SCHOOL,Z,N
2425,5,4121,BREVARD,LEWIS CARROLL ELEMENTARY SCHOOL,Z,N
2425,5,5011,BREVARD,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,Z,N
2425,5,5012,BREVARD,THEODORE ROOSEVELT ELEMENTARY SCHOOL,Z,N
2425,5,5021,BREVARD,FREEDOM 7 ELEMENTARY SCHOOL OF INTERNATIONAL STUDIES,Z,N
2425,5,5031,BREVARD,CAPE VIEW ELEMENTARY SCHOOL,Z,N
2425,5,6011,BREVARD,SATELLITE SENIOR HIGH SCHOOL,Z,N
2425,5,6012,BREVARD,DELAURA MIDDLE SCHOOL,Z,N
2425,5,6013,BREVARD,SPESSARD L. HOLLAND ELEMENTARY SCHOOL,Z,N
2425,5,6051,BREVARD,SEA PARK ELEMENTARY SCHOOL,Z,N
2425,5,6061,BREVARD,SURFSIDE ELEMENTARY SCHOOL,Z,N
2425,5,6071,BREVARD,OCEAN BREEZE ELEMENTARY SCHOOL,Z,N
2425,5,6081,BREVARD,INDIALANTIC ELEMENTARY SCHOOL,Z,N
2425,5,6082,BREVARD,HERBERT C. HOOVER MIDDLE SCHOOL,Z,N
2425,5,6083,BREVARD,HOOVER JUNIOR HIGH ADULT EDUCATION,Z,N
2425,5,6101,BREVARD,GEMINI ELEMENTARY SCHOOL,Z,N
2425,5,6141,BREVARD,DR. W.J. CREEL ELEMENTARY SCHOOL,Z,Y
2425,5,6501,BREVARD,PALM BAY ACADEMY CHARTER SCHOOL,R,Y
2425,5,6502,BREVARD,NEW LIGHT SPECIAL CARE SCHOOL,R,N
2425,5,6503,BREVARD,EXPLORER ELEMENTARY/MIDDLE CHARTER,R,N
2425,5,6504,BREVARD,ROCKLEDGE EDUCATIONAL HORIZONS CHARTER SCHOOL  (FORMERLY ED. HORIZONS),R,N
2425,5,6505,BREVARD,RIVERS CHARTER ACADEMY,R,N
2425,5,6506,BREVARD,CAMPUS CHARTER SCHOOL,R,N
2425,5,6507,BREVARD,ODYSSEY CHARTER SCHOOL,R,Y
2425,5,6508,BREVARD,SCULPTOR CHARTER SCHOOL,R,N
2425,5,6509,BREVARD,ROYAL PALM CHARTER SCHOOL,R,N
2425,5,6510,BREVARD,STEPPING STONES CHARTER SCHOOL,R,N
2425,5,6511,BREVARD,EDUCATIONAL HORIZONS CHARTER,R,N
2425,5,6512,BREVARD,EINSTEIN MONTESSORI,R,N
2425,5,6513,BREVARD,SUMMIT QUEST CHARTER ACADEMY,R,N
2425,5,6515,BREVARD,IMAGINE SCHOOLS AT WEST MELBOURNE,R,N
2425,5,6516,BREVARD,OAKWOOD ACADEMY,R,N
2425,5,6517,BREVARD,OSPREY ELEMENTARY SCHOOL,R,N
2425,5,6518,BREVARD,SAWGRASS ACADEMY,R,N
2425,5,6519,BREVARD,PALM BAY COMMUNITY CHARTER-PATRIOT CAMPUS,R,N
2425,5,6520,BREVARD,PALM BAY MUNICIPAL CHARTER HIGH SCHOOL,R,N
2425,5,6521,BREVARD,RIVERSIDE CHARTER HIGH SCHOOL,R,N
2425,5,6523,BREVARD,EMMA JEWEL CHARTER ACADEMY,R,Y
2425,5,6529,BREVARD,PINEAPPLE COVE CLASSICAL ACADEMY AT LOCKMAR,R,N
2425,5,6540,BREVARD,VIERA CHARTER SCHOOL,R,N
2425,5,6541,BREVARD,ODYSSEY PREPARATORY CHARTER ACADEMY,R,Y
2425,5,6543,BREVARD,PINEAPPLE COVE CLASSICAL ACADEMY,R,N
2425,5,6546,BREVARD,LEGACY ACADEMY CHARTER,R,N
2425,5,6554,BREVARD,PINEAPPLE COVE CLASSICAL ACADEMY AT WEST MELBOURNE,R,N
2425,5,6558,BREVARD,PINECREST ACADEMY SPACE COAST,R,N
2425,5,7001,BREVARD,BREVARD VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,5,7004,BREVARD,BREVARD VIRTUAL FRANCHISE,Z,N
2425,5,7006,BREVARD,BREVARD VIRTUAL INSTRUCTION (COURSE OFFERINGS),Z,N
2425,5,7023,BREVARD,BREVARD VIRTUAL ESCHOOL,Z,N
2425,5,9001,BREVARD,BREVARD DISTRICT OFFICE,Z,N
2425,5,9045,BREVARD,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,5,9100,BREVARD,HUMAN RESOURCES,Z,N
2425,5,9240,BREVARD,ADULT/COMMUNITY EDUCATION,Z,N
2425,5,9997,BREVARD,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,5,9998,BREVARD,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,6,7,BROWARD,BROWARD COUNTY ACCELERATION ACADEMIES,Z,N
2425,6,11,BROWARD,DEERFIELD BEACH ELEMENTARY SCHOOL,Z,Y
2425,6,21,BROWARD,POMPANO BEACH MIDDLE SCHOOL,Z,Y
2425,6,31,BROWARD,OAKLAND PARK ELEMENTARY SCHOOL,Z,Y
2425,6,41,BROWARD,NORTH SIDE ELEMENTARY SCHOOL,Z,Y
2425,6,63,BROWARD,ADULT CENTER,Z,N
2425,6,100,BROWARD,HOSPITAL HOMEBOUND SERVICES,Z,N
2425,6,101,BROWARD,DANIA ELEMENTARY SCHOOL,Z,Y
2425,6,111,BROWARD,HOLLYWOOD HILLS ELEMENTARY SCHOOL,Z,Y
2425,6,121,BROWARD,HOLLYWOOD CENTRAL ELEMENTARY SCHOOL,Z,Y
2425,6,131,BROWARD,GULFSTREAM ACADEMY OF HALLANDALE BEACH,Z,Y
2425,6,151,BROWARD,RIVERLAND ELEMENTARY SCHOOL,Z,Y
2425,6,161,BROWARD,WEST HOLLYWOOD ELEMENTARY SCHOOL,Z,Y
2425,6,171,BROWARD,SOUTH BROWARD HIGH SCHOOL,Z,N
2425,6,181,BROWARD,POMPANO MULTI-PURPOSE EDUCATION CENTER,Z,N
2425,6,183,BROWARD,OFF-CAMPUS ALTERNATIVE PROGRAMS,Z,N
2425,6,184,BROWARD,POMPANO MULTI-PURPOSE EDUCATION CENTER,Z,N
2425,6,185,BROWARD,POMPANO BEACH HIGH SCHOOL,Z,N
2425,6,191,BROWARD,WILTON MANORS ELEMENTARY SCHOOL,Z,Y
2425,6,201,BROWARD,BENNETT ELEMENTARY SCHOOL,Z,Y
2425,6,211,BROWARD,STRANAHAN HIGH SCHOOL,Z,N
2425,6,212,BROWARD,ADULT & VOCATIONAL OFF-CAMPUS PROGRAMS,Z,N
2425,6,221,BROWARD,CROISSANT PARK ELEMENTARY SCHOOL,Z,Y
2425,6,231,BROWARD,COLBERT ELEMENTARY SCHOOL,Z,Y
2425,6,241,BROWARD,MCARTHUR HIGH SCHOOL,Z,N
2425,6,251,BROWARD,SUNRISE MIDDLE SCHOOL,Z,Y
2425,6,271,BROWARD,DILLARD ELEMENTARY SCHOOL,Z,Y
2425,6,301,BROWARD,NORTH AREA ADULT EDUCATION,Z,N
2425,6,321,BROWARD,WALKER ELEMENTARY SCHOOL,Z,Y
2425,6,331,BROWARD,COLLINS ELEMENTARY SCHOOL,Z,Y
2425,6,341,BROWARD,MARY M BETHUNE ELEMENTARY SCHOOL,Z,Y
2425,6,343,BROWARD,ATTUCKS MIDDLE SCHOOL,Z,Y
2425,6,361,BROWARD,BLANCHE ELY HIGH SCHOOL,Z,N
2425,6,371,BROWARD,DILLARD 6-12,Z,Y
2425,6,391,BROWARD,DEERFIELD PARK ELEMENTARY SCHOOL,Z,Y
2425,6,403,BROWARD,HALLANDALE HIGH SCHOOL,Z,N
2425,6,405,BROWARD,LANIER-JAMES EDUCATION CENTER,Z,N
2425,6,411,BROWARD,EDGEWOOD ELEMENTARY SCHOOL,Z,N
2425,6,422,BROWARD,SUNSET SCHOOL,Z,N
2425,6,431,BROWARD,LAUDERDALE MANORS ELEMENTARY,Z,N
2425,6,451,BROWARD,ROGERS MIDDLE SCHOOL,Z,N
2425,6,452,BROWARD,WHIDDON RODGERS EDUCATION CENTER,Z,N
2425,6,461,BROWARD,OAKRIDGE ELEMENTARY SCHOOL,Z,Y
2425,6,471,BROWARD,OLSEN MIDDLE SCHOOL,Z,Y
2425,6,481,BROWARD,MCNICOL MIDDLE SCHOOL,Z,Y
2425,6,491,BROWARD,HARBORDALE ELEMENTARY SCHOOL,Z,N
2425,6,501,BROWARD,BROWARD ESTATES ELEMENTARY SCHOOL,Z,Y
2425,6,511,BROWARD,WATKINS ELEMENTARY SCHOOL,Z,Y
2425,6,521,BROWARD,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,Z,Y
2425,6,531,BROWARD,MIRAMAR ELEMENTARY SCHOOL,Z,Y
2425,6,551,BROWARD,PLANTATION MIDDLE SCHOOL,Z,Y
2425,6,561,BROWARD,NORCREST ELEMENTARY SCHOOL,Z,Y
2425,6,571,BROWARD,TEDDER ELEMENTARY SCHOOL,Z,Y
2425,6,581,BROWARD,MARGATE MIDDLE SCHOOL,Z,Y
2425,6,592,BROWARD,HENRY D PERRY EDUCATIONAL CENTER,Z,N
2425,6,601,BROWARD,SEAGULL SCHOOL,Z,N
2425,6,611,BROWARD,SUNLAND PARK ACADEMY,Z,Y
2425,6,621,BROWARD,LARKDALE ELEMENTARY SCHOOL,Z,Y
2425,6,631,BROWARD,WESTWOOD HEIGHTS ELEMENTARY SCHOOL,Z,Y
2425,6,641,BROWARD,BAYVIEW ELEMENTARY SCHOOL,Z,N
2425,6,652,BROWARD,PINE RIDGE ALTERNATIVE CENTER,Z,N
2425,6,653,BROWARD,PINE RIDGE ALTERNATIVE CENTER,Z,N
2425,6,681,BROWARD,ROCK ISLAND ELEMENTARY SCHOOL,Z,N
2425,6,691,BROWARD,STIRLING ELEMENTARY SCHOOL,Z,Y
2425,6,701,BROWARD,PARKWAY MIDDLE SCHOOL,Z,Y
2425,6,711,BROWARD,ORANGE BROOK ELEMENTARY SCHOOL,Z,Y
2425,6,721,BROWARD,DRIFTWOOD ELEMENTARY SCHOOL,Z,Y
2425,6,731,BROWARD,TROPICAL ELEMENTARY SCHOOL,Z,Y
2425,6,751,BROWARD,POMPANO BEACH ELEMENTARY SCHOOL,Z,Y
2425,6,761,BROWARD,MEADOWBROOK ELEMENTARY SCHOOL,Z,Y
2425,6,811,BROWARD,BROADVIEW ELEMENTARY SCHOOL,Z,Y
2425,6,831,BROWARD,LAKE FOREST ELEMENTARY SCHOOL,Z,Y
2425,6,841,BROWARD,MCNAB ELEMENTARY SCHOOL,Z,Y
2425,6,851,BROWARD,FLORANADA ELEMENTARY SCHOOL,Z,Y
2425,6,861,BROWARD,DRIFTWOOD MIDDLE SCHOOL,Z,Y
2425,6,871,BROWARD,BRIGHT HORIZONS,Z,N
2425,6,881,BROWARD,NEW RIVER MIDDLE SCHOOL,Z,Y
2425,6,891,BROWARD,SANDERS PARK ELEMENTARY SCHOOL,Z,Y
2425,6,901,BROWARD,CRESTHAVEN ELEMENTARY SCHOOL,Z,Y
2425,6,911,BROWARD,DEERFIELD BEACH MIDDLE SCHOOL,Z,Y
2425,6,921,BROWARD,STEPHEN FOSTER ELEMENTARY SCHOOL,Z,Y
2425,6,931,BROWARD,PETERS ELEMENTARY SCHOOL,Z,Y
2425,6,941,BROWARD,PLANTATION ELEMENTARY SCHOOL,Z,Y
2425,6,951,BROWARD,FORT LAUDERDALE HIGH SCHOOL,Z,N
2425,6,971,BROWARD,BOULEVARD HEIGHTS ELEMENTARY,Z,Y
2425,6,991,BROWARD,WINGATE OAKS CENTER,Z,N
2425,6,1011,BROWARD,HENRY D. PERRY MIDDLE SCHOOL,Z,N
2425,6,1021,BROWARD,THE QUEST CENTER,Z,N
2425,6,1051,BROWARD,SHERIDAN TECHNICAL COLLEGE,Z,N
2425,6,1052,BROWARD,ADULT & VOCATONAL OFF CAMPUS-SOUTH,Z,N
2425,6,1071,BROWARD,WILLIAM DANDY MIDDLE SCHOOL,Z,Y
2425,6,1091,BROWARD,LLOYD ESTATES ELEMENTARY SCHOOL,Z,Y
2425,6,1131,BROWARD,PALMVIEW ELEMENTARY SCHOOL,Z,Y
2425,6,1151,BROWARD,CORAL SPRINGS HIGH SCHOOL,Z,N
2425,6,1161,BROWARD,MARGATE ELEMENTARY SCHOOL,Z,Y
2425,6,1171,BROWARD,SUNSHINE ELEMENTARY SCHOOL,Z,Y
2425,6,1191,BROWARD,NORTH FORK ELEMENTARY SCHOOL,Z,Y
2425,6,1211,BROWARD,COOPER CITY ELEMENTARY SCHOOL,Z,N
2425,6,1221,BROWARD,PEMBROKE PINES ELEMENTARY SCHOOL,Z,Y
2425,6,1241,BROWARD,NORTHEAST HIGH SCHOOL,Z,N
2425,6,1251,BROWARD,PLANTATION PARK ELEMENTARY,Z,Y
2425,6,1271,BROWARD,NOVA DWIGHT D. EISENHOWER ELEM,Z,Y
2425,6,1281,BROWARD,NOVA HIGH SCHOOL,Z,N
2425,6,1282,BROWARD,NOVA BLANCHE FORMAN ELEMENTARY,Z,Y
2425,6,1291,BROWARD,MCFATTER TECHNICAL COLLEGE,Z,N
2425,6,1311,BROWARD,NOVA MIDDLE SCHOOL,Z,Y
2425,6,1321,BROWARD,SHERIDAN PARK ELEMENTARY SCHOOL,Z,Y
2425,6,1381,BROWARD,LAUDERHILL PAUL TURNER ELEMENTARY SCHOOL,Z,Y
2425,6,1382,BROWARD,CASTLE HILL ELEMENTARY ANNEX,Z,N
2425,6,1391,BROWARD,LAUDERHILL 6-12,Z,Y
2425,6,1421,BROWARD,COCONUT CREEK ELEMENTARY SCHOOL,Z,Y
2425,6,1451,BROWARD,PLANTATION HIGH SCHOOL,Z,N
2425,6,1461,BROWARD,CASTLE HILL ELEMENTARY SCHOOL,Z,Y
2425,6,1611,BROWARD,"DR. MARTIN LUTHER KING, JR. MONTESSORI ACADEMY",Z,Y
2425,6,1621,BROWARD,VILLAGE ELEMENTARY SCHOOL,Z,Y
2425,6,1631,BROWARD,ANNABEL C. PERRY PK-8,Z,Y
2425,6,1641,BROWARD,FAIRWAY ELEMENTARY SCHOOL,Z,Y
2425,6,1661,BROWARD,HOLLYWOOD HILLS HIGH SCHOOL,Z,N
2425,6,1671,BROWARD,ROBERT C. MARKHAM ELEMENTARY,Z,Y
2425,6,1681,BROWARD,COCONUT CREEK HIGH SCHOOL,Z,N
2425,6,1701,BROWARD,LAUDERDALE LAKES MIDDLE SCHOOL,Z,Y
2425,6,1711,BROWARD,DEERFIELD BEACH HIGH SCHOOL,Z,N
2425,6,1741,BROWARD,BOYD H. ANDERSON HIGH SCHOOL,Z,N
2425,6,1751,BROWARD,MIRAMAR HIGH SCHOOL,Z,N
2425,6,1752,BROWARD,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,Z,N
2425,6,1761,BROWARD,HOLLYWOOD PARK ELEMENTARY SCHOOL,Z,Y
2425,6,1762,BROWARD,POSTSECONDARY ALTERNATIVES FOR SECONDARY STUDENTS-PASS,Z,N
2425,6,1781,BROWARD,CYPRESS ELEMENTARY SCHOOL,Z,Y
2425,6,1791,BROWARD,APOLLO MIDDLE SCHOOL,Z,Y
2425,6,1811,BROWARD,SHERIDAN HILLS ELEMENTARY SCHOOL,Z,Y
2425,6,1831,BROWARD,ORIOLE ELEMENTARY SCHOOL,Z,Y
2425,6,1841,BROWARD,MIRROR LAKE ELEMENTARY SCHOOL,Z,Y
2425,6,1851,BROWARD,ROYAL PALM ELEMENTARY SCHOOL,Z,Y
2425,6,1871,BROWARD,CRYSTAL LAKE MIDDLE SCHOOL,Z,Y
2425,6,1881,BROWARD,PINES MIDDLE SCHOOL,Z,Y
2425,6,1891,BROWARD,SEMINOLE MIDDLE SCHOOL,Z,Y
2425,6,1901,BROWARD,PIPER HIGH SCHOOL,Z,N
2425,6,1931,BROWARD,COOPER CITY HIGH SCHOOL,Z,N
2425,6,1951,BROWARD,PARK RIDGE ELEMENTARY SCHOOL,Z,Y
2425,6,1971,BROWARD,JAMES S. HUNT ELEMENTARY SCHOOL,Z,Y
2425,6,2001,BROWARD,BANYAN ELEMENTARY SCHOOL,Z,Y
2425,6,2011,BROWARD,CORAL COVE ELEMENTARY SCHOOL,Z,Y
2425,6,2021,BROWARD,GLADES MIDDLE SCHOOL,Z,Y
2425,6,2041,BROWARD,BEACHSIDE MONTESSORI VILLAGE,Z,N
2425,6,2052,BROWARD,WESTPINE MIDDLE SCHOOL,Z,Y
2425,6,2071,BROWARD,PASADENA LAKES ELEMENTARY SCHOOL,Z,Y
2425,6,2121,BROWARD,JAMES S. RICKARDS MIDDLE SCHOOL,Z,Y
2425,6,2123,BROWARD,CYPRESS RUN ALTERNATIVE CENTER,Z,N
2425,6,2141,BROWARD,GENE A. WHIDDON ADULT CENTER,Z,N
2425,6,2221,BROWARD,ATLANTIC TECHNICAL COLLEGE,Z,N
2425,6,2231,BROWARD,NORTH LAUDERDALE ELEMENTARY SCHOOL,Z,Y
2425,6,2351,BROWARD,SOUTH PLANTATION HIGH SCHOOL,Z,N
2425,6,2511,BROWARD,ATLANTIC WEST ELEMENTARY SCHOOL,Z,Y
2425,6,2531,BROWARD,HORIZON ELEMENTARY SCHOOL,Z,Y
2425,6,2541,BROWARD,FLAMINGO ELEMENTARY SCHOOL,Z,Y
2425,6,2551,BROWARD,CORAL SPRINGS ELEMENTARY SCHOOL,Z,Y
2425,6,2561,BROWARD,CORAL SPRINGS MIDDLE SCHOOL,Z,Y
2425,6,2571,BROWARD,PIONEER MIDDLE SCHOOL,Z,N
2425,6,2611,BROWARD,BAIR MIDDLE SCHOOL,Z,Y
2425,6,2621,BROWARD,TAMARAC ELEMENTARY SCHOOL,Z,Y
2425,6,2631,BROWARD,FOREST HILLS ELEMENTARY SCHOOL,Z,Y
2425,6,2641,BROWARD,CENTRAL PARK ELEMENTARY SCHOOL,Z,N
2425,6,2661,BROWARD,PEMBROKE LAKES ELEMENTARY SCHOOL,Z,Y
2425,6,2671,BROWARD,NOB HILL ELEMENTARY SCHOOL,Z,Y
2425,6,2681,BROWARD,WESTCHESTER ELEMENTARY SCHOOL,Z,Y
2425,6,2691,BROWARD,MORROW ELEMENTARY SCHOOL,Z,Y
2425,6,2711,BROWARD,RAMBLEWOOD MIDDLE SCHOOL,Z,Y
2425,6,2721,BROWARD,RAMBLEWOOD ELEMENTARY SCHOOL,Z,Y
2425,6,2741,BROWARD,MAPLEWOOD ELEMENTARY SCHOOL,Z,Y
2425,6,2751,BROWARD,J. P. TARAVELLA HIGH SCHOOL,Z,N
2425,6,2771,BROWARD,BROWARD FIRE,Z,N
2425,6,2801,BROWARD,DAVIE ELEMENTARY SCHOOL,Z,Y
2425,6,2811,BROWARD,PINEWOOD ELEMENTARY SCHOOL,Z,Y
2425,6,2831,BROWARD,WESTERN HIGH SCHOOL,Z,N
2425,6,2851,BROWARD,GRIFFIN ELEMENTARY SCHOOL,Z,N
2425,6,2861,BROWARD,PINES LAKES ELEMENTARY SCHOOL,Z,Y
2425,6,2871,BROWARD,SEA CASTLE ELEMENTARY SCHOOL,Z,Y
2425,6,2881,BROWARD,WELLEBY ELEMENTARY SCHOOL,Z,Y
2425,6,2891,BROWARD,RIVERGLADES ELEMENTARY SCHOOL,Z,N
2425,6,2942,BROWARD,EVERGLADES ELEMENTARY SCHOOL,Z,N
2425,6,2961,BROWARD,CHAPEL TRAIL ELEMENTARY SCHOOL,Z,N
2425,6,2971,BROWARD,SILVER LAKES MIDDLE SCHOOL,Z,Y
2425,6,2981,BROWARD,COUNTRY ISLES ELEMENTARY SCHOOL,Z,N
2425,6,3001,BROWARD,WALTER C. YOUNG MIDDLE SCHOOL,Z,Y
2425,6,3011,BROWARD,MARJORY STONEMAN DOUGLAS HIGH SCHOOL,Z,N
2425,6,3031,BROWARD,RIVERSIDE ELEMENTARY SCHOOL,Z,N
2425,6,3041,BROWARD,CORAL PARK ELEMENTARY SCHOOL,Z,Y
2425,6,3051,BROWARD,FOREST GLEN MIDDLE SCHOOL,Z,Y
2425,6,3061,BROWARD,SANDPIPER ELEMENTARY SCHOOL,Z,Y
2425,6,3081,BROWARD,SILVER RIDGE ELEMENTARY SCHOOL,Z,N
2425,6,3091,BROWARD,WINSTON PARK ELEMENTARY SCHOOL,Z,Y
2425,6,3101,BROWARD,LYONS CREEK MIDDLE SCHOOL,Z,Y
2425,6,3111,BROWARD,COUNTRY HILLS ELEMENTARY SCHOOL,Z,N
2425,6,3121,BROWARD,QUIET WATERS ELEMENTARY SCHOOL,Z,Y
2425,6,3131,BROWARD,HAWKES BLUFF ELEMENTARY SCHOOL,Z,N
2425,6,3151,BROWARD,TEQUESTA TRACE MIDDLE SCHOOL,Z,N
2425,6,3171,BROWARD,PARK SPRINGS ELEMENTARY SCHOOL,Z,N
2425,6,3181,BROWARD,INDIAN TRACE ELEMENTARY SCHOOL,Z,N
2425,6,3191,BROWARD,EMBASSY CREEK ELEMENTARY SCHOOL,Z,N
2425,6,3221,BROWARD,CHARLES DREW ELEMENTARY SCHOOL,Z,Y
2425,6,3222,BROWARD,CROSS CREEK SCHOOL,Z,N
2425,6,3291,BROWARD,THURGOOD MARSHALL ELEMENTARY SCHOOL,Z,Y
2425,6,3301,BROWARD,ENDEAVOUR PRIMARY LEARNING CENTER,Z,Y
2425,6,3311,BROWARD,PALM COVE ELEMENTARY SCHOOL,Z,Y
2425,6,3321,BROWARD,VIRGINIA SHUMAN YOUNG ELEMENTARY SCHOOL,Z,N
2425,6,3331,BROWARD,SILVER TRAIL MIDDLE SCHOOL,Z,N
2425,6,3361,BROWARD,CENTRAL AREA ALTERNATIVE CENTER SITE,Z,N
2425,6,3371,BROWARD,SILVER LAKES ELEMENTARY SCHOOL,Z,Y
2425,6,3381,BROWARD,CENTRAL AREA HEAD START SITE,Z,N
2425,6,3391,BROWARD,CHARLES W FLANAGAN HIGH SCHOOL,Z,N
2425,6,3401,BROWARD,SAWGRASS ELEMENTARY SCHOOL,Z,Y
2425,6,3411,BROWARD,BROWARD CHILDREN'S CENTER,Z,N
2425,6,3431,BROWARD,SAWGRASS SPRINGS MIDDLE SCHOOL,Z,Y
2425,6,3441,BROWARD,EAGLE RIDGE ELEMENTARY SCHOOL,Z,N
2425,6,3450,BROWARD,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,6,3461,BROWARD,EAGLE POINT ELEMENTARY SCHOOL,Z,N
2425,6,3471,BROWARD,INDIAN RIDGE MIDDLE SCHOOL,Z,N
2425,6,3481,BROWARD,TRADEWINDS ELEMENTARY SCHOOL,Z,Y
2425,6,3491,BROWARD,SILVER PALMS ELEMENTARY SCHOOL,Z,N
2425,6,3518,BROWARD,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,6,3531,BROWARD,FOX TRAIL ELEMENTARY SCHOOL,Z,Y
2425,6,3541,BROWARD,MONARCH HIGH SCHOOL,Z,N
2425,6,3561,BROWARD,TECHNOLOGY & SUPPORT SERVICES,Z,N
2425,6,3571,BROWARD,PANTHER RUN ELEMENTARY SCHOOL,Z,N
2425,6,3581,BROWARD,SILVER SHORES ELEMENTARY SCHOOL,Z,Y
2425,6,3591,BROWARD,LAKESIDE ELEMENTARY SCHOOL,Z,Y
2425,6,3601,BROWARD,NORTH AREA MAINT. & WHSE.,Z,N
2425,6,3622,BROWARD,FALCON COVE MIDDLE SCHOOL,Z,N
2425,6,3623,BROWARD,CYPRESS BAY HIGH SCHOOL,Z,N
2425,6,3631,BROWARD,PARKSIDE ELEMENTARY SCHOOL,Z,Y
2425,6,3642,BROWARD,GATOR RUN ELEMENTARY SCHOOL,Z,N
2425,6,3651,BROWARD,DAVE THOMAS EDUCATION CENTER WEST,Z,N
2425,6,3661,BROWARD,SUNSET LAKES ELEMENTARY SCHOOL,Z,N
2425,6,3697,BROWARD,DAVE THOMAS EAST,Z,N
2425,6,3701,BROWARD,ROCK ISLAND ELEMENTARY SCHOOL,Z,Y
2425,6,3731,BROWARD,EVERGLADES HIGH SCHOOL,Z,N
2425,6,3741,BROWARD,COCONUT PALM ELEMENTARY SCHOOL,Z,Y
2425,6,3751,BROWARD,DOLPHIN BAY ELEMENTARY SCHOOL,Z,Y
2425,6,3761,BROWARD,PARK LAKES ELEMENTARY SCHOOL,Z,Y
2425,6,3771,BROWARD,CHALLENGER ELEMENTARY SCHOOL,Z,Y
2425,6,3781,BROWARD,PARK TRAILS ELEMENTARY SCHOOL,Z,N
2425,6,3818,BROWARD,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,6,3821,BROWARD,LIBERTY ELEMENTARY SCHOOL,Z,Y
2425,6,3841,BROWARD,MANATEE BAY ELEMENTARY SCHOOL,Z,N
2425,6,3851,BROWARD,COLLEGE ACADEMY AT BROWARD COLLEGE,Z,N
2425,6,3861,BROWARD,CORAL GLADES HIGH SCHOOL,Z,N
2425,6,3871,BROWARD,WESTGLADES MIDDLE SCHOOL,Z,N
2425,6,3900,BROWARD,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,6,3911,BROWARD,NEW RENAISSANCE MIDDLE SCHOOL,Z,Y
2425,6,3921,BROWARD,BROWARD VIRTUAL EDUCATION,Z,N
