YEAR,DISTRICT,SCHOOL,DISTRICT_NAME,SCHOOL_NAME_LONG,CHARTER_SCHL_STAT,TITLE_1
2425,13,8018,MIAMI-DADE,BUSINESS/INDUSTRY SERVICE CENTER,Z,N
2425,13,8019,MIAMI-DADE,DR. MARVIN DUNN ACADEMY FOR COMMUNITY EDUCATION.,Z,Y
2425,13,8020,MIAMI-DADE,THE PARENT ACADEMY,Z,N
2425,13,8021,MIAMI-DADE,TITLE I MIGRANT EDUCATION PROGRAM,Z,N
2425,13,8022,MIAMI-DADE,HIGHWAY TO SUCCESS PROGRAM,Z,N
2425,13,8101,MIAMI-DADE,JAN MANN EDUCATIONAL CENTER,Z,Y
2425,13,8111,MIAMI-DADE,NEW WORLD SCHOOL OF THE ARTS,Z,N
2425,13,8113,MIAMI-DADE,RESTART 500 ROLE MODELS,Z,N
2425,13,8119,MIAMI-DADE,THE 500 ROLE MODEL ACADEMY,Z,N
2425,13,8121,MIAMI-DADE,COPE CENTER NORTH,Z,Y
2425,13,8131,MIAMI-DADE,DOROTHY M. WALLACE COPE CENTER,Z,Y
2425,13,8139,MIAMI-DADE,D.A. DORSEY TECHNICAL COLLEGE,Z,N
2425,13,8141,MIAMI-DADE,JUVENILE JUSTICE CENTER ALT ED,Z,N
2425,13,8151,MIAMI-DADE,ROBERT RENICK EDUCATIONAL CENTER,Z,Y
2425,13,8161,MIAMI-DADE,CORPORATE ACADEMY NORTH,Z,N
2425,13,8171,MIAMI-DADE,SCHOOL FOR APPLIED TECHNOLOGY,Z,N
2425,13,8181,MIAMI-DADE,RUTH OWENS KRUSE EDUCATION CENTER,Z,Y
2425,13,8201,MIAMI-DADE,CORPORATE ACADEMY SOUTH,Z,N
2425,13,8221,MIAMI-DADE,FEINBERG-FISHER ADULT CENTER,Z,N
2425,13,8301,MIAMI-DADE,MIGRANT DISTRICT OFFICE,Z,N
2425,13,8701,MIAMI-DADE,SECONDARY SPECIAL CENTER FOR EXCEPTIONAL STUDENTS,Z,N
2425,13,8901,MIAMI-DADE,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE,Z,N
2425,13,8911,MIAMI-DADE,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE,Z,N
2425,13,8931,MIAMI-DADE,RESTART PARKWAY,Z,N
2425,13,8981,MIAMI-DADE,SOUTH DADE SKILL CENTER,Z,N
2425,13,8991,MIAMI-DADE,MIAMI SKILL CENTER,Z,N
2425,13,9001,MIAMI-DADE,DADE DISTRICT OFFICE,Z,N
2425,13,9002,MIAMI-DADE,PK EARLY INTERVENTION - CDS,Z,N
2425,13,9003,MIAMI-DADE,PK EARLY INTERVENTION PROGRAM,Z,N
2425,13,9004,MIAMI-DADE,PK EARLY INTERVENTION - CDS,Z,N
2425,13,9005,MIAMI-DADE,EVEN START,Z,N
2425,13,9006,MIAMI-DADE,EVEN START,Z,N
2425,13,9013,MIAMI-DADE,PREK INTERVENTION,Z,N
2425,13,9029,MIAMI-DADE,SYSTEMS AND PROGRAMMING,Z,N
2425,13,9045,MIAMI-DADE,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,13,9077,MIAMI-DADE,FAMILY CENTRAL,Z,N
2425,13,9615,MIAMI-DADE,DIV OF EXCEPTIONAL STUDENT EDUCATION,Z,N
2425,13,9731,MIAMI-DADE,INSTRUCTIONAL CENTER SYSTEM WIDE,Z,N
2425,13,9732,MIAMI-DADE,BRUCIE BALL EDUCATIONAL CENTER,Z,Y
2425,13,9733,MIAMI-DADE,DISTRICT INSTRUCTIONAL CENTER (DIC),Z,N
2425,13,9734,MIAMI-DADE,DISTRICT SUMMER CENTER B,Z,N
2425,13,9735,MIAMI-DADE,DISTRICT SUMMER CENTER C,Z,N
2425,13,9736,MIAMI-DADE,DISTRICT SUMMER CENTER D,Z,N
2425,13,9737,MIAMI-DADE,DISTRICT SUMMER CENTER E,Z,N
2425,13,9738,MIAMI-DADE,DISTRICT SUMMER CENTER F,Z,N
2425,13,9739,MIAMI-DADE,DISTRICT SUMMER CENTER G,Z,N
2425,13,9741,MIAMI-DADE,DISTRICT SUMMER CENTER H,Z,N
2425,13,9742,MIAMI-DADE,DISTRICT SUMMER CENTER I,Z,N
2425,13,9743,MIAMI-DADE,DISTRICT SUMMER CENTER J,Z,N
2425,13,9744,MIAMI-DADE,DISTRICT SUMMER CENTER K,Z,N
2425,13,9745,MIAMI-DADE,DISTRICT SUMMER CENTER L,Z,N
2425,13,9746,MIAMI-DADE,DISTRICT SUMMER CENTER M,Z,N
2425,13,9747,MIAMI-DADE,DISTRICT SUMMER CENTER N,Z,N
2425,13,9748,MIAMI-DADE,DISTRICT SUMMER CENTER O,Z,N
2425,13,9749,MIAMI-DADE,ESY SUMMER CENTER,Z,N
2425,13,9772,MIAMI-DADE,PRETRIAL DETENTION CENTER I,Z,N
2425,13,9773,MIAMI-DADE,DISTRICT INSTRUCTIONAL CENTER #2,Z,N
2425,13,9995,MIAMI-DADE,"TITLE I, PART A PRIVATE SCHOOL STUDENTS",Z,N
2425,13,9997,MIAMI-DADE,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,13,9998,MIAMI-DADE,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,14,22,DESOTO,DESOTO COUNTY ADULT EDUCATION CENTER,Z,N
2425,14,31,DESOTO,DESOTO COUNTY HIGH SCHOOL,Z,Y
2425,14,41,DESOTO,DESOTO OPPORTUNITY SCHOOL,Z,N
2425,14,51,DESOTO,DESOTO ALTERNATIVE CENTER,Z,N
2425,14,61,DESOTO,WEST ELEMENTARY SCHOOL,Z,Y
2425,14,81,DESOTO,MEMORIAL ELEMENTARY SCHOOL,Z,Y
2425,14,161,DESOTO,DESOTO MIDDLE SCHOOL,Z,Y
2425,14,181,DESOTO,NOCATEE ELEMENTARY SCHOOL,Z,Y
2425,14,191,DESOTO,SPRING LAKE YOUTH ACADEMY,Z,N
2425,14,201,DESOTO,G. PIERCE WOOD MEMORIAL HOSPITAL,Z,N
2425,14,251,DESOTO,KINGSLEY CENTER,Z,N
2425,14,261,DESOTO,JOSHUA CREEK CENTER,Z,N
2425,14,271,DESOTO,CARLSTROM CENTER,Z,N
2425,14,291,DESOTO,DESOTO SECONDARY SCHOOL,Z,Y
2425,14,341,DESOTO,EARLY EDUCATION CENTER,Z,N
2425,14,501,DESOTO,THE ALPHA CENTER,R,N
2425,14,1001,DESOTO,THE COMMUNITY GREEN,R,N
2425,14,3450,DESOTO,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,14,3518,DESOTO,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,14,3818,DESOTO,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,14,3900,DESOTO,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,14,7001,DESOTO,DESOTO VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,14,7004,DESOTO,DESOTO VIRTUAL FRANCHISE,Z,N
2425,14,7006,DESOTO,FUTURE VIRTUAL SCHOOL,Z,N
2425,14,7023,DESOTO,DESOTO VIRTUAL ACADEMY,Z,N
2425,14,9001,DESOTO,DESOTO DISTRICT OFFICE,Z,N
2425,14,9003,DESOTO,HOSPITAL AND HOMEBOUND,Z,N
2425,14,9045,DESOTO,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,14,9046,DESOTO,TEEN PARENT PK CHILD CARE PROGRAM,Z,N
2425,14,9112,DESOTO,THE ENVIRONMENTAL LEARNING CENTER,Z,N
2425,14,9113,DESOTO,DESOTO MIGRANT PROGRAM,Z,N
2425,14,9114,DESOTO,REDUCED SERVICES,Z,N
2425,14,9899,DESOTO,PRIVATE PK ESE,Z,N
2425,14,9997,DESOTO,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,14,9998,DESOTO,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,15,21,DIXIE,DIXIE COUNTY HIGH SCHOOL,Z,N
2425,15,22,DIXIE,DIXIE COUNTY ADULT CENTER,Z,N
2425,15,41,DIXIE,OLD TOWN ELEMENTARY SCHOOL,Z,Y
2425,15,43,DIXIE,KINDER CUB SCHOOL INC,R,Y
2425,15,101,DIXIE,JAMES M. ANDERSON ELEMENTARY SCHOOL,Z,Y
2425,15,111,DIXIE,RUTH RAINS MIDDLE SCHOOL,Z,Y
2425,15,3450,DIXIE,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,15,3518,DIXIE,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,15,3818,DIXIE,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,15,3900,DIXIE,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,15,7001,DIXIE,DIXIE VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,15,7004,DIXIE,DIXIE VIRTUAL FRANCHISE,Z,N
2425,15,7006,DIXIE,DIXIE VIRTUAL INSTRUCTION (COURSE OFFERINGS),Z,N
2425,15,7023,DIXIE,DIXIE VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,15,9001,DIXIE,DIXIE DISTRICT OFFICE,Z,N
2425,15,9045,DIXIE,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,15,9046,DIXIE,DIXIE TEEN PARENT PRESCHOOL,Z,N
2425,15,9997,DIXIE,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,15,9998,DIXIE,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,16,61,DUVAL,MATTIE V RUTHERFORD ALT ED CENTER,Z,Y
2425,16,81,DUVAL,J. ALLEN AXSON ELEMENTARY SCHOOL,Z,N
2425,16,101,DUVAL,LACKAWANNA ALTERNATIVE EDUCATION CENTER,Z,N
2425,16,111,DUVAL,BEULAH BEAL YOUNG PARENTS CENTER,Z,N
2425,16,112,DUVAL,SCHOOL FOR THE FUTURE,Z,N
2425,16,121,DUVAL,WEST RIVERSIDE ELEMENTARY SCHOOL,Z,Y
2425,16,131,DUVAL,LOLA M. CULVER ELEMENTARY SCHOOL,Z,N
2425,16,141,DUVAL,GRAND PARK CAREER CENTER,Z,Y
2425,16,151,DUVAL,BRENTWOOD ELEMENTARY SCHOOL,Z,N
2425,16,161,DUVAL,ORTEGA ELEMENTARY SCHOOL,Z,Y
2425,16,171,DUVAL,THE BRIDGE TO SUCCESS ACADEMY MIDDLE SCHOOL,Z,Y
2425,16,181,DUVAL,CENTRAL RIVERSIDE ELEMENTARY SCHOOL,Z,Y
2425,16,191,DUVAL,RUTH N. UPSON ELEMENTARY SCHOOL,Z,Y
2425,16,201,DUVAL,FISHWEIR ELEMENTARY SCHOOL,Z,N
2425,16,211,DUVAL,ANNIE R. MORGAN ELEMENTARY SCHOOL,Z,Y
2425,16,221,DUVAL,JOHN GORRIE JUNIOR HIGH SCHOOL,Z,N
2425,16,231,DUVAL,NORWOOD ELEMENTARY SCHOOL,Z,N
2425,16,241,DUVAL,CORINNE SCOTT ELEMENTARY SCHOOL,Z,N
2425,16,251,DUVAL,SPRINGFIELD MIDDLE SCHOOL,Z,Y
2425,16,261,DUVAL,ESE PRE KINDERGARTEN DISABILITIES CENTER,Z,N
2425,16,271,DUVAL,GRASP ACADEMY,Z,Y
2425,16,281,DUVAL,OAK HILL ACADEMY,Z,Y
2425,16,291,DUVAL,THE BRIDGE TO SUCCESS ACADEMY AT W JACKSONVILLE,Z,Y
2425,16,301,DUVAL,LORETTO ELEMENTARY SCHOOL,Z,N
2425,16,311,DUVAL,JULIA LANDON COLLEGE PREPARATORY & LEADERSHIP DEVELOPMENT SCHOOL,Z,N
2425,16,321,DUVAL,MARINE SCIENCE EDUCATION CENTER,Z,N
2425,16,331,DUVAL,RIVERSIDE HIGH SCHOOL,Z,Y
2425,16,351,DUVAL,ANDREW JACKSON HIGH SCHOOL,Z,Y
2425,16,371,DUVAL,HENRY F. KITE ELEMENTARY SCHOOL,Z,N
2425,16,381,DUVAL,BALDWIN MIDDLE-SENIOR HIGH SCHOOL,Z,Y
2425,16,391,DUVAL,GATEWAY COMMUNITY SERVICES,Z,Y
2425,16,401,DUVAL,JACKSONVILLE YOUTH CENTER,Z,N
2425,16,411,DUVAL,DUVAL ACADEMY,Z,N
2425,16,421,DUVAL,DUVAL START CENTER,Z,N
2425,16,431,DUVAL,IMPACT HALFWAY HOUSE,Z,N
2425,16,441,DUVAL,TIGER SUCCESS CENTER,Z,N
2425,16,451,DUVAL,DINSMORE ELEMENTARY SCHOOL,Z,Y
2425,16,461,DUVAL,ARLINGTON ELEMENTARY SCHOOL,Z,Y
2425,16,471,DUVAL,LONE STAR HIGH SCHOOL,R,Y
2425,16,481,DUVAL,THOMAS JEFFERSON ELEMENTARY,Z,Y
2425,16,491,DUVAL,DUVAL REGIONAL JUVENILE DETENTION CENTER,Z,Y
2425,16,501,DUVAL,CATAPULT ACADEMY,Z,N
2425,16,511,DUVAL,WHITEHOUSE ELEMENTARY SCHOOL,Z,Y
2425,16,521,DUVAL,HORIZON INSTITUTE,Z,N
2425,16,531,DUVAL,DUVAL MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES,R,Y
2425,16,541,DUVAL,JAMES WELDON JOHNSON ACADEMIC AND CAREER TRAINING CENTER,Z,N
2425,16,571,DUVAL,WESCONNETT ELEMENTARY SCHOOL,Z,N
2425,16,581,DUVAL,R L BROWN GIFTED AND TALENTED ACADEMY,Z,Y
2425,16,591,DUVAL,GARDEN CITY ELEMENTARY SCHOOL,Z,Y
2425,16,601,DUVAL,KIPP VOICE ELEMENTARY SCHOOL,R,N
2425,16,611,DUVAL,OCEANWAY ELEMENTARY SCHOOL              (CHANGED TO #2701),Z,N
2425,16,621,DUVAL,OCEANWAY SCHOOL,Z,Y
2425,16,631,DUVAL,DUNCAN U. FLETCHER MIDDLE SCHOOL,Z,N
2425,16,641,DUVAL,HOGAN-SPRING GLEN ELEMENTARY SCHOOL,Z,Y
2425,16,651,DUVAL,ATLANTIC BEACH ELEMENTARY SCHOOL,Z,N
2425,16,661,DUVAL,ALFRED I. DUPONT MIDDLE SCHOOL,Z,Y
2425,16,681,DUVAL,VENETIA ELEMENTARY SCHOOL,Z,Y
2425,16,691,DUVAL,LAKE SHORE MIDDLE SCHOOL,Z,Y
2425,16,701,DUVAL,NORTH SHORE ELEMENTARY,Z,Y
2425,16,711,DUVAL,HENDRICKS AVENUE ELEMENTARY SCHOOL,Z,N
2425,16,721,DUVAL,SPRING PARK ELEMENTARY SCHOOL,Z,Y
2425,16,731,DUVAL,JOHN LOVE ELEMENTARY SCHOOL,Z,N
2425,16,734,DUVAL,JOHN LOVE EARLY LEARNING CENTER,Z,N
2425,16,741,DUVAL,LAKE FOREST ELEMENTARY SCHOOL,Z,N
2425,16,751,DUVAL,PAXON SCHOOL/ADVANCED STUDIES,Z,Y
2425,16,761,DUVAL,SOUTHSIDE ESTATES ELEMENTARY SCHOOL,Z,Y
2425,16,771,DUVAL,HYDE PARK ELEMENTARY SCHOOL,Z,Y
2425,16,781,DUVAL,BILTMORE ELEMENTARY SCHOOL,Z,Y
2425,16,791,DUVAL,RAMONA BOULEVARD ELEMENTARY SCHOOL,Z,Y
2425,16,801,DUVAL,SAN PABLO ELEMENTARY SCHOOL,Z,N
2425,16,811,DUVAL,PACE CENTER FOR GIRLS-JAX,Z,Y
2425,16,821,DUVAL,LOVE GROVE ELEMENTARY SCHOOL,Z,Y
2425,16,831,DUVAL,SAN JOSE ELEMENTARY SCHOOL,Z,Y
2425,16,841,DUVAL,BAYVIEW ELEMENTARY SCHOOL,Z,Y
2425,16,851,DUVAL,LAKE LUCINA ELEMENTARY SCHOOL,Z,Y
2425,16,861,DUVAL,TERRY PARKER HIGH SCHOOL,Z,Y
2425,16,871,DUVAL,ENGLEWOOD ELEMENTARY SCHOOL,Z,Y
2425,16,881,DUVAL,JOHN STOCKTON ELEMENTARY SCHOOL,Z,N
2425,16,891,DUVAL,WOODLAND ACRES ELEMENTARY SCHOOL,Z,Y
2425,16,901,DUVAL,ENGLEWOOD HIGH SCHOOL,Z,Y
2425,16,911,DUVAL,SALLYE B. MATHIS ELEMENTARY SCHOOL,Z,Y
2425,16,921,DUVAL,EUGENE BUTLER MIDDLE SCHOOL,Z,N
2425,16,931,DUVAL,PINEDALE ELEMENTARY SCHOOL,Z,Y
2425,16,941,DUVAL,WINDY HILL ELEMENTARY SCHOOL,Z,Y
2425,16,951,DUVAL,RUTLEDGE H. PEARSON ELEMENTARY SCHOOL,Z,Y
2425,16,961,DUVAL,JEAN RIBAULT HIGH SCHOOL,Z,Y
2425,16,971,DUVAL,CEDAR HILLS ELEMENTARY SCHOOL,Z,Y
2425,16,981,DUVAL,TIMUCUAN ELEMENTARY SCHOOL,Z,Y
2425,16,991,DUVAL,HIGHLANDS ESTATES ACADEMY,Z,Y
2425,16,1001,DUVAL,DANIEL PAYNE ACADEMY CHARTER,R,N
2425,16,1011,DUVAL,EMPOWERING YOUNG MINDS ACADEMY,R,N
2425,16,1021,DUVAL,SCHOOL OF SUCCESS ACADEMY-SOS,R,Y
2425,16,1031,DUVAL,KREATIVE KIDS ACADEMY,R,N
2425,16,1051,DUVAL,LEARNING ACADEMY OF DUVAL,R,N
2425,16,1061,DUVAL,LONG BRANCH ELEMENTARY SCHOOL,Z,Y
2425,16,1073,DUVAL,DOUGLAS ANDERSON SCHOOL OF THE ARTS,Z,N
2425,16,1081,DUVAL,PATTERSON ACADEMY FOR THE ARTS,R,N
2425,16,1091,DUVAL,HORIZONS UNLIMITED,R,N
2425,16,1111,DUVAL,IMPACT ACADEMY,R,N
2425,16,1121,DUVAL,DESTINY EDUCATIONAL ACADEMY,R,N
2425,16,1131,DUVAL,WAYMAN ACADEMY OF THE ARTS,R,Y
2425,16,1151,DUVAL,SCHOOL OF SUCCESS ACADEMY CHARTER HIGH SCHOOL,R,N
2425,16,1161,DUVAL,SADIE T. TILLIS ELEMENTARY SCHOOL,Z,Y
2425,16,1171,DUVAL,SOJOURNER TRUTH HIGH SCHOOL,R,N
2425,16,1181,DUVAL,"SCHOOL FOR ACCELERATED LEARNING AND TECHNOLOGIES, INC",R,N
2425,16,1191,DUVAL,PATHWAYS ACADEMY HIGH SCHOOL,R,N
2425,16,1201,DUVAL,RIVER CITY SCIENCE ACADEMY,R,Y
2425,16,1211,DUVAL,TIGER ACADEMY,R,Y
2425,16,1221,DUVAL,GLOBAL LEADERSHIP ACADEMY DISCOVERY,R,Y
2425,16,1231,DUVAL,DUVAL CHARTER SCHOLARS ACADEMY,R,Y
2425,16,1241,DUVAL,NORTHWESTERN LEGENDS ELEMENTARY,Z,Y
2425,16,1251,DUVAL,"SOMERSET ACADEMY-ELEMENTARY, EAGLE CAMPUS",R,Y
2425,16,1261,DUVAL,"SOMERSET ACADEMY-MIDDLE, EAGLE CAMPUS",R,Y
2425,16,1271,DUVAL,KIPP V.O.I.C.E ACADEMY,R,Y
2425,16,1281,DUVAL,SUSIE E. TOLBERT ELEMENTARY SCHOOL,Z,Y
2425,16,1291,DUVAL,RIVER CITY SCIENCE ELEMENTARY ACADEMY,R,N
2425,16,1311,DUVAL,DUVAL CHARTER HIGH SCHOOL AT BAYMEADOWS,R,N
2425,16,1321,DUVAL,DUVAL CHARTER AT BAYMEADOWS,R,N
2425,16,1331,DUVAL,WAVERLY ACADEMY,R,N
2425,16,1341,DUVAL,MURRAY HILL HIGH SCHOOL,R,N
2425,16,1371,DUVAL,SEACOAST CHARTER ACADEMY,R,Y
2425,16,1381,DUVAL,SOMERSET EAGLE HIGH SCHOOL,R,N
2425,16,1401,DUVAL,CHAFFEE TRAIL MIDDLE SCHOOL,Z,Y
2425,16,1411,DUVAL,J. ALLEN AXSON ELEMENTARY SCHOOL,Z,N
2425,16,1421,DUVAL,CHAFFEE TRAIL ELEMENTARY,Z,Y
2425,16,1431,DUVAL,WEST JACKSONVILLE ELEMENTARY SCHOOL,Z,N
2425,16,1441,DUVAL,JACKSONVILLE BEACH ELEMENTARY SCHOOL,Z,N
2425,16,1451,DUVAL,DARNELL COOKMAN MIDDLE/HIGH SCHOOL,Z,Y
2425,16,1461,DUVAL,MATTHEW W. GILBERT MIDDLE SCHOOL,Z,Y
2425,16,1481,DUVAL,RICHARD L. BROWN ELEMENTARY SCHOOL,Z,N
2425,16,1491,DUVAL,SMART POPE LIVINGSTON ELEMENTARY,Z,Y
2425,16,1501,DUVAL,NEW BERLIN ELEMENTARY SCHOOL,Z,N
2425,16,1521,DUVAL,JAMES WELDON JOHNSON COLLEGE PREPARATORY MIDDLE SCHOOL,Z,N
2425,16,1531,DUVAL,STANTON COLLEGE PREPARATORY,Z,N
2425,16,1542,DUVAL,JOHN E. FORD K-8 SCHOOL,Z,Y
2425,16,1551,DUVAL,NORTHWESTERN MIDDLE SCHOOL,Z,N
2425,16,1561,DUVAL,YOUNG MENS/WOMENS LEADERSHIP ACADEMY AT EUGENE J BUTLER,Z,Y
2425,16,1571,DUVAL,MARY MCLEOD BETHUNE ELEMENTARY SCHOOL,Z,N
2425,16,1581,DUVAL,GEORGE WASHINGTON CARVER ELEMENTARY,Z,Y
2425,16,1591,DUVAL,PINE FOREST ELEMENTARY SCHOOL,Z,N
2425,16,1601,DUVAL,WATERLEAF ELEMENTARY,Z,Y
2425,16,1611,DUVAL,BARTRAM SPRINGS ELEMENTARY,Z,N
2425,16,1621,DUVAL,R. V. DANIELS ELEMENTARY SCHOOL,Z,Y
2425,16,1631,DUVAL,RUFUS E. PAYNE ELEMENTARY SCHOOL,Z,Y
2425,16,1641,DUVAL,MT. HERMAN ESE CENTER,Z,Y
2425,16,1651,DUVAL,WILLIAM M. RAINES HIGH SCHOOL,Z,Y
2425,16,1661,DUVAL,CARTER G. WOODSON ELEMENTARY SCHOOL,Z,N
2425,16,1681,DUVAL,EUGENE J. BUTLER MIDDLE SCHOOL,Z,N
2425,16,1691,DUVAL,S. A. HULL ELEMENTARY SCHOOL,Z,Y
2425,16,1701,DUVAL,PALM AVENUE EXCEP. STUDENT CENTER,Z,Y
2425,16,1761,DUVAL,PRETRIAL DETENTION FACILITY,Z,N
2425,16,1801,DUVAL,MT. HERMAN EXCEPTIONAL STUDENT CENTER,Z,N
2425,16,1811,DUVAL,HOSPITAL AND HOMEBOUND,Z,N
2425,16,1821,DUVAL,YOUTH DEVELOPMENT CENTER,Z,N
2425,16,1831,DUVAL,ALL OF THE SAINTS MOUNT HERMAN CENTER,Z,N
2425,16,1841,DUVAL,COOPERATIVE EDUCATION,Z,N
2425,16,1851,DUVAL,AMIKIDS JACKSONVILLE,Z,N
2425,16,1861,DUVAL,JACKSONVILLE MARINE INSTITUTE/WEST,Z,N
2425,16,1961,DUVAL,DANIEL MEMORIAL SCHOOL,Z,N
2425,16,1971,DUVAL,EXCEP ED CHILD CONTRACTED SVCS,Z,N
2425,16,1981,DUVAL,TEEN PARENT SERVICE CENTER,Z,N
2425,16,2021,DUVAL,REYNOLDS LANE ELEMENTARY SCHOOL,Z,Y
2425,16,2031,DUVAL,KINGS TRAIL ELEMENTARY SCHOOL,Z,Y
2425,16,2041,DUVAL,NORMANDY ELEMENTARY SCHOOL,Z,N
2425,16,2051,DUVAL,PICKETT ELEMENTARY SCHOOL,Z,Y
2425,16,2061,DUVAL,BROOKVIEW ELEMENTARY SCHOOL,Z,Y
2425,16,2072,DUVAL,WESTSIDE MIDDLE SCHOOL,Z,Y
2425,16,2081,DUVAL,PARKWOOD HEIGHTS ELEMENTARY SCHOOL,Z,Y
2425,16,2091,DUVAL,HOLIDAY HILL ELEMENTARY SCHOOL,Z,Y
2425,16,2101,DUVAL,OAK HILL ELEMENTARY SCHOOL,Z,N
2425,16,2111,DUVAL,SOUTHSIDE MIDDLE SCHOOL,Z,Y
2425,16,2121,DUVAL,JEAN RIBAULT MIDDLE SCHOOL,Z,Y
2425,16,2131,DUVAL,ARLINGTON MIDDLE SCHOOL,Z,Y
2425,16,2141,DUVAL,HYDE GROVE ELEMENTARY SCHOOL,Z,Y
2425,16,2151,DUVAL,JUSTINA ROAD ELEMENTARY SCHOOL,Z,N
2425,16,2161,DUVAL,CHARGER ACADEMY,Z,N
2425,16,2171,DUVAL,DON BREWER ELEMENTARY SCHOOL,Z,Y
2425,16,2181,DUVAL,SAN MATEO ELEMENTARY SCHOOL,Z,N
2425,16,2191,DUVAL,JOSEPH STILWELL MIDDLE SCHOOL,Z,Y
2425,16,2201,DUVAL,"MARTIN LUTHER KING, JR ELEMENTARY SCHOOL",Z,N
2425,16,2211,DUVAL,NORMANDY VILLAGE ELEMENTARY SCHOOL,Z,Y
2425,16,2221,DUVAL,GREENFIELD ELEMENTARY SCHOOL,Z,Y
2425,16,2231,DUVAL,DUNCAN U. FLETCHER HIGH SCHOOL,Z,N
2425,16,2241,DUVAL,SAMUEL W. WOLFSON HIGH SCHOOL,Z,N
2425,16,2251,DUVAL,SEABREEZE ELEMENTARY SCHOOL,Z,N
2425,16,2261,DUVAL,CRYSTAL SPRINGS ELEMENTARY SCHOOL,Z,Y
2425,16,2271,DUVAL,MAYPORT ELEMENTARY SCHOOL,Z,N
2425,16,2281,DUVAL,MERRILL ROAD ELEMENTARY SCHOOL,Z,Y
2425,16,2291,DUVAL,JACKSONVILLE HEIGHTS ELEMENTARY SCHOOL,Z,Y
2425,16,2301,DUVAL,BEAUCLERC ELEMENTARY SCHOOL,Z,Y
2425,16,2311,DUVAL,KERNAN TRAIL ELEMENTARY SCHOOL,Z,N
2425,16,2321,DUVAL,CHIMNEY LAKES ELEMENTARY SCHOOL,Z,Y
2425,16,2331,DUVAL,LONE STAR ELEMENTARY SCHOOL,Z,Y
2425,16,2341,DUVAL,HIDDEN OAKS ELEMENTARY SCHOOL,Z,Y
2425,16,2351,DUVAL,FORT CAROLINE ELEMENTARY SCHOOL,Z,Y
2425,16,2361,DUVAL,MAMIE AGNES JONES ELEMENTARY SCHOOL,Z,Y
2425,16,2371,DUVAL,SANDALWOOD HIGH SCHOOL,Z,Y
2425,16,2381,DUVAL,FORT CAROLINE MIDDLE SCHOOL,Z,Y
2425,16,2391,DUVAL,SABAL PALM ELEMENTARY SCHOOL,Z,N
2425,16,2401,DUVAL,ARLINGTON HEIGHTS ELEMENTARY SCHOOL,Z,Y
2425,16,2411,DUVAL,WESTSIDE HIGH SCHOOL,Z,Y
2425,16,2421,DUVAL,LOUIS S. SHEFFIELD ELEMENTARY SCHOOL,Z,N
2425,16,2431,DUVAL,GREGORY DRIVE ELEMENTARY SCHOOL,Z,Y
2425,16,2441,DUVAL,HIGHLANDS MIDDLE SCHOOL,Z,Y
2425,16,2451,DUVAL,CROWN POINT ELEMENTARY SCHOOL,Z,Y
2425,16,2461,DUVAL,NEPTUNE BEACH ELEMENTARY SCHOOL,Z,N
2425,16,2471,DUVAL,ANCHOR ACADEMY,Z,N
2425,16,2481,DUVAL,EDWARD H. WHITE HIGH SCHOOL,Z,Y
2425,16,2491,DUVAL,GREENLAND PINES ELEMENTARY SCHOOL,Z,N
2425,16,2501,DUVAL,PINE ESTATES ELEMENTARY SCHOOL,Z,N
2425,16,2511,DUVAL,TWIN LAKES ACADEMY ELEMENTARY SCHOOL,Z,Y
2425,16,2521,DUVAL,ALDEN ROAD EXCEP. STUDENT CENTER,Z,Y
2425,16,2531,DUVAL,TWIN LAKES ACADEMY MIDDLE SCHOOL,Z,Y
2425,16,2541,DUVAL,MAYPORT COASTAL SCIENCE MIDDLE SCHOOL,Z,N
2425,16,2551,DUVAL,ENTERPRISE LEARNING ACADEMY,Z,Y
2425,16,2561,DUVAL,LANDMARK MIDDLE SCHOOL,Z,Y
